portal_id	legacy_trait_group	legacy_phenotype_id	phenotype_name	display_group	trait_type
PORTAL:0004998	gcat_trait	gcat_trait_level_of_transforming_acidic_coiledcoilcontaining_protein_3_in_blood_serum	level of transforming acidic coiled-coil-containing protein 3 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0004999	gcat_trait	gcat_trait_level_of_translation_initiation_factor_IF3_mitochondrial_in_blood_serum	level of translation initiation factor IF-3, mitochondrial in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005000	gcat_trait	gcat_trait_level_of_transmembrane_protease_serine_5_in_blood_serum	level of transmembrane protease serine 5 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005001	gcat_trait	gcat_trait_level_of_transmembrane_protein_106A_in_blood_serum	level of transmembrane protein 106A in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005002	gcat_trait	gcat_trait_level_of_transmembrane_protein_25_in_blood_serum	level of transmembrane protein 25 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005003	gcat_trait	gcat_trait_level_of_tripeptidylpeptidase_1_in_blood_serum	level of tripeptidyl-peptidase 1 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005004	gcat_trait	gcat_trait_level_of_tubulinspecific_chaperone_A_in_blood_serum	level of tubulin-specific chaperone A in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005005	gcat_trait	gcat_trait_level_of_tyrosineprotein_kinase_Mer_in_blood_serum	level of tyrosine-protein kinase Mer in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005006	gcat_trait	gcat_trait_level_of_tyrosineprotein_kinase_receptor_UFO_in_blood_serum	level of tyrosine-protein kinase receptor UFO in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005007	gcat_trait	gcat_trait_level_of_tyrosineprotein_phosphatase_nonreceptor_type_substrate_1_in_blood_serum	level of tyrosine-protein phosphatase non-receptor type substrate 1 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005008	gcat_trait	gcat_trait_level_of_tyrosylDNA_phosphodiesterase_1_in_blood_serum	level of tyrosyl-DNA phosphodiesterase 1 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005009	gcat_trait	gcat_trait_level_of_ubiquitin_recognition_factor_in_ERassociated_degradation_protein_1_in_blood_serum	level of ubiquitin recognition factor in ER-associated degradation protein 1 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005010	gcat_trait	gcat_trait_level_of_ubiquitinassociated_domaincontaining_protein_1_in_blood_serum	level of ubiquitin-associated domain-containing protein 1 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005011	gcat_trait	gcat_trait_level_of_uroporphyrinogen_decarboxylase_in_blood_serum	level of uroporphyrinogen decarboxylase in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005012	gcat_trait	gcat_trait_level_of_vascular_endothelial_growth_factor_B_in_blood_serum	level of vascular endothelial growth factor B in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005013	gcat_trait	gcat_trait_level_of_vasorin_in_blood_serum	level of vasorin in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005014	gcat_trait	gcat_trait_level_of_versican_core_protein_in_blood_serum	level of versican core protein in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005015	gcat_trait	gcat_trait_level_of_vesicle_transport_through_interaction_with_tSNAREs_homolog_1A_in_blood_serum	level of vesicle transport through interaction with t-SNAREs homolog 1A in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005016	gcat_trait	gcat_trait_level_of_visininlike_protein_1_in_blood_serum	level of visinin-like protein 1 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005017	gcat_trait	gcat_trait_level_of_vitrin_in_blood_serum	level of vitrin in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005018	gcat_trait	gcat_trait_level_of_zinc_finger_and_BTB_domaincontaining_protein_16_in_blood_serum	level of zinc finger and BTB domain-containing protein 16 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005019	gcat_trait	gcat_trait_level_of_zinc_phosphodiesterase_ELAC_protein_1_in_blood_serum	level of zinc phosphodiesterase ELAC protein 1 in blood serum	PROTEIN_BIOLOGY	measurement
PORTAL:0005020	gcat_trait	gcat_trait_lon_protease_homolog_mitochondrial_measurement	lon protease homolog, mitochondrial measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005021	gcat_trait	gcat_trait_low_molecular_weight_phosphotyrosine_protein_phosphatase_measurement	low molecular weight phosphotyrosine protein phosphatase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005022	gcat_trait	gcat_trait_lysine_measurement	lysine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005023	gcat_trait	gcat_trait_lysosomal_protective_protein_measurement	lysosomal protective protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005024	gcat_trait	gcat_trait_lysosome_membrane_protein_2_measurement	lysosome membrane protein 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005025	gcat_trait	gcat_trait_lysosomeassociated_membrane_glycoprotein_3_measurement	lysosome-associated membrane glycoprotein 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005026	gcat_trait	gcat_trait_lysozyme_C_measurement	lysozyme C measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005027	gcat_trait	gcat_trait_macrophage_metalloelastase_measurement	macrophage metalloelastase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005028	gcat_trait	gcat_trait_mannosyloligosaccharide_12alphamannosidase_IB_measurement	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005029	gcat_trait	gcat_trait_maststem_cell_growth_factor_receptor_kit_measurement	mast/stem cell growth factor receptor kit measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005030	gcat_trait	gcat_trait_matrilin2_measurement	matrilin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005031	gcat_trait	gcat_trait_matrilin3_measurement	matrilin-3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005032	gcat_trait	gcat_trait_matrilysin_measurement	matrilysin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005033	gcat_trait	gcat_trait_matrix_extracellular_phosphoglycoprotein_measurement	matrix extracellular phosphoglycoprotein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005034	gcat_trait	gcat_trait_matrix_metalloproteinase9_measurement	matrix metalloproteinase-9 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005035	gcat_trait	gcat_trait_matrix_metalloproteinase_10_measurement	matrix metalloproteinase 10 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005036	gcat_trait	gcat_trait_matrix_metalloproteinase_12_measurement	matrix metalloproteinase 12 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005037	gcat_trait	gcat_trait_matrix_metalloproteinase_1_measurement	matrix metalloproteinase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005038	gcat_trait	gcat_trait_matrix_metalloproteinase_7_measurement	matrix metalloproteinase 7 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005039	gcat_trait	gcat_trait_matrix_metalloproteinase_measurement	matrix metalloproteinase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005040	gcat_trait	gcat_trait_matrixremodelingassociated_protein_8_measurement	matrix-remodeling-associated protein 8 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005041	gcat_trait	gcat_trait_melanomaderived_growth_regulatory_protein_measurement	melanoma-derived growth regulatory protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005042	gcat_trait	gcat_trait_membrane_frizzledrelated_protein_measurement	membrane frizzled-related protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005043	gcat_trait	gcat_trait_mercaptoacetylpheleu_measurement	mercaptoacetyl-phe-leu measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005044	gcat_trait	gcat_trait_mesothelin_measurement	mesothelin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005045	gcat_trait	gcat_trait_metalloproteinase_inhibitor_1_measurement	metalloproteinase inhibitor 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005046	gcat_trait	gcat_trait_metalloproteinase_inhibitor_2_measurement	metalloproteinase inhibitor 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005047	gcat_trait	gcat_trait_metalloproteinase_inhibitor_3_measurement	metalloproteinase inhibitor 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005048	gcat_trait	gcat_trait_metalloproteinase_inhibitor_4_measurement	metalloproteinase inhibitor 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005049	gcat_trait	gcat_trait_methionine_aminopeptidase_2_measurement	methionine aminopeptidase 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005050	gcat_trait	gcat_trait_methionine_measurement	methionine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005051	gcat_trait	gcat_trait_microfibrilassociated_glycoprotein_4_measurement	microfibril-associated glycoprotein 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005052	gcat_trait	gcat_trait_midkine_measurement	midkine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005053	gcat_trait	gcat_trait_mitochondrial_DNA_measurement	mitochondrial DNA measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005054	gcat_trait	gcat_trait_mitochondrial_heteroplasmy_measurement	mitochondrial heteroplasmy measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005055	gcat_trait	gcat_trait_mitochondrial_peptide_methionine_sulfoxide_reductase_measurement	mitochondrial peptide methionine sulfoxide reductase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005056	gcat_trait	gcat_trait_mothers_against_decapentaplegic_homolog_3_measurement	mothers against decapentaplegic homolog 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005057	gcat_trait	gcat_trait_myeloblastin_measurement	myeloblastin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005058	gcat_trait	gcat_trait_myeloperoxidase_MPODNA_complex_measurement	myeloperoxidase (MPO)-DNA complex measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005059	gcat_trait	gcat_trait_myoglobin_measurement	myoglobin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005060	gcat_trait	gcat_trait_myomesin2_measurement	myomesin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005061	gcat_trait	gcat_trait_nacetylgalactosaminyltransferase_7_measurement	n-acetylgalactosaminyltransferase 7 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005062	gcat_trait	gcat_trait_netrin1_measurement	netrin-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005063	gcat_trait	gcat_trait_neural_cell_adhesion_molecule_l1like_protein_measurement	neural cell adhesion molecule l1-like protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005064	gcat_trait	gcat_trait_neurexophilin1_measurement	neurexophilin-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005065	gcat_trait	gcat_trait_neurexophilin3_measurement	neurexophilin-3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005066	gcat_trait	gcat_trait_neurogenic_locus_notch_homolog_protein_1_measurement	neurogenic locus notch homolog protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005067	gcat_trait	gcat_trait_neurogenic_locus_notch_homolog_protein_3_measurement	neurogenic locus notch homolog protein 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005068	gcat_trait	gcat_trait_neuropilin1_measurement	neuropilin-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005069	gcat_trait	gcat_trait_neutral_ceramidase_measurement	neutral ceramidase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005070	gcat_trait	gcat_trait_neutrophil_collagenase_measurement	neutrophil collagenase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005071	gcat_trait	gcat_trait_neutrophil_gelatinaseassociated_lipocalin_measurement	neutrophil gelatinase-associated lipocalin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005072	gcat_trait	gcat_trait_nidogen1_measurement	nidogen-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005073	gcat_trait	gcat_trait_nidogen2_measurement	nidogen-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005074	gcat_trait	gcat_trait_noggin_measurement	noggin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005075	gcat_trait	gcat_trait_nonhistone_chromosomal_protein_HMG14_measurement	non-histone chromosomal protein HMG-14 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005076	gcat_trait	gcat_trait_nt3_growth_factor_receptor_measurement	nt-3 growth factor receptor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005077	gcat_trait	gcat_trait_nucleotide_measurement	nucleotide measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005078	gcat_trait	gcat_trait_olfactomedin4_measurement	olfactomedin-4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005079	gcat_trait	gcat_trait_ornithine_measurement	ornithine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005080	gcat_trait	gcat_trait_pancreatic_secretory_trypsin_inhibitor_protein_measurement	pancreatic secretory trypsin inhibitor protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005081	gcat_trait	gcat_trait_pappalysin1_measurement	pappalysin‐1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005082	gcat_trait	gcat_trait_peptide_measurement	peptide measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005083	gcat_trait	gcat_trait_peptidylglycine_alphaamidating_monooxygenase_measurement	peptidyl-glycine alpha-amidating monooxygenase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005084	gcat_trait	gcat_trait_peptidylprolyl_cistrans_isomerase_E_measurement	peptidyl-prolyl cis-trans isomerase E measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005085	gcat_trait	gcat_trait_periostin_measurement	periostin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005086	gcat_trait	gcat_trait_peroxiredoxin5_mitochondrial_measurement	peroxiredoxin-5, mitochondrial measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005087	gcat_trait	gcat_trait_persulfide_dioxygenase_ETHE1_mitochondrial_measurement	persulfide dioxygenase ETHE1, mitochondrial measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005088	gcat_trait	gcat_trait_phaeophorbide_b_measurement	phaeophorbide b measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005089	gcat_trait	gcat_trait_phenylalanine_measurement	phenylalanine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005090	gcat_trait	gcat_trait_phospholipase_A2_inhibitor_and_Ly6PLAUR_domaincontaining_protein_levels	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein levels	PROTEIN_BIOLOGY	measurement
PORTAL:0005091	gcat_trait	gcat_trait_phospholipase_A2_membrane_associated_measurement	phospholipase A2, membrane associated measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005092	gcat_trait	gcat_trait_pigment_epitheliumderived_factor_measurement	pigment epithelium-derived factor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005093	gcat_trait	gcat_trait_placenta_growth_factor_measurement	placenta growth factor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005094	gcat_trait	gcat_trait_plasma_clusterin_measurement	plasma clusterin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005095	gcat_trait	gcat_trait_plasma_kallikrein_measurement	plasma kallikrein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005096	gcat_trait	gcat_trait_plasma_plasminogen_measurement	plasma plasminogen measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005097	gcat_trait	gcat_trait_plasma_protease_C1_inhibitor_measurement	plasma protease C1 inhibitor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005098	gcat_trait	gcat_trait_plasma_serine_protease_inhibitor_measurement	plasma serine protease inhibitor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005099	gcat_trait	gcat_trait_platelet_endothelial_aggregation_receptor_1_measurement	platelet endothelial aggregation receptor 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005100	gcat_trait	gcat_trait_plateletactivating_factor_acetylhydrolase_measurement	platelet-activating factor acetylhydrolase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005101	gcat_trait	gcat_trait_plateletderived_growth_factor_BB_measurement	platelet-derived growth factor BB measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005102	gcat_trait	gcat_trait_plateletderived_growth_factor_D_measurement	platelet-derived growth factor D measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005103	gcat_trait	gcat_trait_plateletderived_growth_factor_c_measurement	platelet-derived growth factor c measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005104	gcat_trait	gcat_trait_plateletderived_growth_factor_receptor_alpha_measurement	platelet-derived growth factor receptor alpha measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005105	gcat_trait	gcat_trait_plateletderived_growth_factor_receptor_beta_measurement	platelet-derived growth factor receptor beta measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005106	gcat_trait	gcat_trait_plateletderived_growth_factor_subunit_b_measurement	platelet-derived growth factor subunit b measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005107	gcat_trait	gcat_trait_pleiotrophin_measurement	pleiotrophin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005108	gcat_trait	gcat_trait_plexinB2_measurement	plexin-B2 measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0005109	gcat_trait	gcat_trait_plexinC1_measurement	plexin-C1 measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0005110	gcat_trait	gcat_trait_podocalyxin_measurement	podocalyxin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005111	gcat_trait	gcat_trait_proactivator_polypeptidelike_1_measurement	proactivator polypeptide-like 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005112	gcat_trait	gcat_trait_progranulin_measurement	progranulin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005113	gcat_trait	gcat_trait_proheparinbinding_EGFlike_growth_factor_measurement	proheparin-binding EGF-like growth factor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005114	gcat_trait	gcat_trait_prokineticin1_measurement	prokineticin-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005115	gcat_trait	gcat_trait_proline_measurement	proline measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005116	gcat_trait	gcat_trait_prolowdensity_lipoprotein_receptorrelated_protein_1_measurement	prolow-density lipoprotein receptor-related protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005117	gcat_trait	gcat_trait_prolyl_endopeptidase_FAP_measurement	prolyl endopeptidase FAP measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005118	gcat_trait	gcat_trait_promotilin_measurement	promotilin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005119	gcat_trait	gcat_trait_proopiomelanocortin_measurement	pro-opiomelanocortin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005120	gcat_trait	gcat_trait_proprotein_convertase_subtilisinkexin_type_7_measurement	proprotein convertase subtilisin/kexin type 7 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005121	gcat_trait	gcat_trait_proprotein_convertase_subtilisinkexin_type_9_measurement	proprotein convertase subtilisin/kexin type 9 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005122	gcat_trait	gcat_trait_proteasome_activator_complex_subunit_1_measurement	proteasome activator complex subunit 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005123	gcat_trait	gcat_trait_protein_CASC4_measurement	protein CASC4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005124	gcat_trait	gcat_trait_protein_CREG1_measurement	protein CREG1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005125	gcat_trait	gcat_trait_protein_DEPP_measurement	protein DEPP measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005126	gcat_trait	gcat_trait_protein_FAM3B_measurement	protein FAM3B measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005127	gcat_trait	gcat_trait_protein_FAM3D_measurement	protein FAM3D measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005128	gcat_trait	gcat_trait_protein_HEG_homolog_1_measurement	protein HEG homolog 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005129	gcat_trait	gcat_trait_protein_S100A12_measurement	protein S100-A12 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005130	gcat_trait	gcat_trait_protein_S100A4_measurement	protein S100-A4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005131	gcat_trait	gcat_trait_protein_Zdependent_protease_inhibitor_measurement	protein Z-dependent protease inhibitor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005132	gcat_trait	gcat_trait_protein_amnionless_measurement	protein amnionless measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005133	gcat_trait	gcat_trait_protein_deglycase_DJ1_measurement	protein deglycase DJ-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005134	gcat_trait	gcat_trait_protein_delta_homolog_1_measurement	protein delta homolog 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005135	gcat_trait	gcat_trait_protein_measurement	protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005136	gcat_trait	gcat_trait_protein_turtle_homolog_A_measurement	protein turtle homolog A measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005137	gcat_trait	gcat_trait_proteinaseactivated_receptor_1_measurement	proteinase-activated receptor 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005138	gcat_trait	gcat_trait_proteinglutamine_gammaglutamyltransferase_e_measurement	protein-glutamine gamma-glutamyltransferase e measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005139	gcat_trait	gcat_trait_proteoglycan_3_measurement	proteoglycan 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005140	gcat_trait	gcat_trait_protooncogene_tyrosineprotein_kinase_receptor_Ret_measurement	proto-oncogene tyrosine-protein kinase receptor Ret measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005141	gcat_trait	gcat_trait_pseudokinase_FAM20A_measurement	pseudokinase FAM20A measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005142	gcat_trait	gcat_trait_quinone_oxidoreductaselike_protein_1_measurement	quinone oxidoreductase-like protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005143	gcat_trait	gcat_trait_rasrelated_protein_Rab26_measurement	ras-related protein Rab-26 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005144	gcat_trait	gcat_trait_receptor_tyrosineprotein_kinase_erbb3_measurement	receptor tyrosine-protein kinase erbb-3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005145	gcat_trait	gcat_trait_receptor_tyrosineprotein_kinase_erbb4_measurement	receptor tyrosine-protein kinase erbb-4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005146	gcat_trait	gcat_trait_receptortype_tyrosineprotein_kinase_flt3_measurement	receptor-type tyrosine-protein kinase flt3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005147	gcat_trait	gcat_trait_regenerating_isletderived_protein_4_measurement	regenerating islet-derived protein 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005148	gcat_trait	gcat_trait_repulsive_guidance_molecule_A_measurement	repulsive guidance molecule A measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005149	gcat_trait	gcat_trait_reticulon4_receptor_measurement	reticulon-4 receptor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005150	gcat_trait	gcat_trait_retinoic_acid_receptor_responder_protein_2_measurement	retinoic acid receptor responder protein 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005151	gcat_trait	gcat_trait_retinoidbinding_protein_7_measurement	retinoid-binding protein 7 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005152	gcat_trait	gcat_trait_rgm_domain_family_member_b_measurement	rgm domain family member b measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005153	gcat_trait	gcat_trait_rho_GTPaseactivating_protein_1_measurement	rho GTPase-activating protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005154	gcat_trait	gcat_trait_ribonuclease_4_measurement	ribonuclease 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005155	gcat_trait	gcat_trait_ribonuclease_pancreatic_measurement	ribonuclease pancreatic measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005156	gcat_trait	gcat_trait_roundabout_homolog_2_measurement	roundabout homolog 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005157	gcat_trait	gcat_trait_rspondin3_measurement	r-spondin-3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005158	gcat_trait	gcat_trait_sPARCrelated_modular_calciumbinding_protein_1_measurement	sPARC-related modular calcium-binding protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005159	gcat_trait	gcat_trait_scavenger_receptor_class_F_member_1_measurement	scavenger receptor class F member 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005160	gcat_trait	gcat_trait_sclerostin_measurement	sclerostin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005161	gcat_trait	gcat_trait_secretagogin_measurement	secretagogin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005162	gcat_trait	gcat_trait_secreted_Ly6uPARrelated_protein_1_measurement	secreted Ly-6/uPAR-related protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005163	gcat_trait	gcat_trait_secreted_and_transmembrane_protein_1_measurement	secreted and transmembrane protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005164	gcat_trait	gcat_trait_secreted_frizzledrelated_protein_1_measurement	secreted frizzled-related protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005165	gcat_trait	gcat_trait_secretogranin1_measurement	secretogranin-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005166	gcat_trait	gcat_trait_secretogranin3_measurement	secretogranin-3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005167	gcat_trait	gcat_trait_seizure_6like_protein_2_measurement	seizure 6-like protein 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005168	gcat_trait	gcat_trait_semaphorin3A_measurement	semaphorin-3A measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005169	gcat_trait	gcat_trait_semaphorin3E_measurement	semaphorin-3E measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005170	gcat_trait	gcat_trait_semaphorin3G_measurement	semaphorin-3G measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005171	gcat_trait	gcat_trait_semaphorin5A_measurement	semaphorin-5A measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005172	gcat_trait	gcat_trait_semaphorin7A_measurement	semaphorin-7A measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005173	gcat_trait	gcat_trait_serine_measurement	serine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005174	gcat_trait	gcat_trait_serine_protease_27_measurement	serine protease 27 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005175	gcat_trait	gcat_trait_serine_protease_HTRA2_mitochondrial_measurement	serine protease HTRA2, mitochondrial measurement	PROTEIN_BIOLOGY	measurement
